timestamp,value,is_anomaly
1380,1.321666667,0
1381,1.35,0
1382,1.519722222,0
1383,1.609444444,0
1384,1.558611111,0
1385,1.664722222,0
1386,1.938333333,0
1387,2.000833333,0
1388,2.118055556,0
1389,2.146388889,0
1390,2.122222222,0
1391,2.100833333,0
1392,2.064166667,0
1393,2.009444444,0
1394,2.000277778,0
1395,1.797777778,0
1396,1.577777778,0
1397,1.490277778,0
1398,1.269444444,0
1399,1.139166667,0
1400,1.223888889,0
1401,1.258055556,0
1402,1.329444444,0
1403,1.270555556,0
1404,1.343055556,0
1405,1.456111111,0
1406,1.562222222,0
1407,1.596388889,0
1408,1.641388889,0
1409,1.685,0
1410,1.796111111,0
1411,1.953055556,0
1412,2.133888889,0
1413,2.155,0
1414,2.110277778,0
1415,2.016666667,0
1416,2.138611111,0
1417,1.961388889,0
1418,1.915277778,0
1419,1.788333333,0
1420,1.660833333,0
1421,1.443333333,0
1422,1.363333333,0
1423,1.24,0
1424,1.2475,0
1425,1.239166667,0
1426,1.281388889,0
1427,1.296388889,0
1428,1.375555556,0
1429,1.491944444,0
1430,1.4775,0
1431,1.569722222,0
1432,1.634444444,0
1433,1.702777778,0
1434,1.780833333,0
1435,1.860277778,0
1436,2.132222222,0
1437,2.156111111,0
1438,2.163055556,0
1439,2.011111111,0
1440,2.018333333,0
1441,1.953333333,0
1442,1.789722222,0
1443,1.841944444,0
1444,1.611111111,0
1445,1.546944444,0
1446,2.587777778,0
1447,2.414166667,0
1448,2.424444444,0
1449,2.516666667,0
1450,2.360833333,0
1451,2.811944444,0
1452,3.108055556,1
1453,3.591666667,1
1454,3.872222222,1
1455,4.289444444,1
1456,4.7275,1
1457,5.072222222,1
1458,5.667777778,1
1459,4.854444444,1
1460,2.955833333,0
1461,2.340555556,0
